STATE,INST,INST_TYPE,DISCRIMINATION_TYPE,INVEST_START_DATES
TX        ,WHARTON COUNTY JUNIOR COLLEGE        ,PSE        ,Disability - Disability Harassment        ,03/10/2021        
TX        ,WHARTON COUNTY JUNIOR COLLEGE        ,PSE        ,Disability - Retaliation        ,03/10/2021        
UT        ,UNIVERSITY OF UTAH        ,PSE        ,Title IX - Procedural Requirements        ,03/20/2018        
UT        ,UNIVERSITY OF UTAH        ,PSE        ,Title IX - Retaliation        ,03/20/2018        
UT        ,UTAH VALLEY UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,01/23/2024        
UT        ,WESTERN GOVERNORS UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,09/23/2024        
UT        ,WESTERN GOVERNORS UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/26/2024        
UT        ,WESTERN GOVERNORS UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,07/26/2024        
UT        ,WESTERN GOVERNORS UNIVERSITY        ,PSE        ,Disability - Retaliation        ,07/26/2024        
UT        ,WESTERN GOVERNORS UNIVERSITY        ,PSE        ,Disability - Retaliation        ,08/16/2024        
UT        ,WESTMINSTER COLLEGE        ,PSE        ,Title IX - Retaliation        ,02/18/2022        
UT        ,WESTMINSTER COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,02/18/2022        
UT        ,UNIVERSITY OF UTAH        ,PSE        ,Disability - Academic Adjustments        ,07/25/2024        
UT        ,UNIVERSITY OF UTAH        ,PSE        ,Title IX - Denial of Benefits        ,03/20/2018        
VT        ,COMMUNITY COLLEGE OF VERMONT        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
VT        ,COMMUNITY COLLEGE OF VERMONT        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
VT        ,UNIVERSITY OF VERMONT        ,PSE        ,Title VI - Retaliation        ,08/05/2024        
VT        ,VERMONT LAW AND GRADUATE SCHOOL        ,PSE        ,Disability - Academic Adjustments        ,09/17/2024        
VT        ,VERMONT LAW AND GRADUATE SCHOOL        ,PSE        ,Disability - Accessibility        ,03/06/2023        
VT        ,VERMONT LAW AND GRADUATE SCHOOL        ,PSE        ,Disability - Denial of Benefits        ,06/26/2024        
VT        ,VERMONT LAW AND GRADUATE SCHOOL        ,PSE        ,Disability - Denial of Benefits        ,09/17/2024        
VT        ,MIDDLEBURY COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,03/05/2024        
VT        ,MIDDLEBURY COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,03/05/2024        
VT        ,MIDDLEBURY COLLEGE        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/06/2021        
VT        ,VERMONT LAW AND GRADUATE SCHOOL        ,PSE        ,Disability - Retaliation        ,09/17/2024        
VT        ,VERMONT TECHNICAL COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,03/03/2020        
VI        ,UNIVERSITY OF THE VIRGIN ISLANDS        ,PSE        ,Age - Retaliation        ,10/23/2017        
VI        ,UNIVERSITY OF THE VIRGIN ISLANDS        ,PSE        ,Title VI - Retaliation        ,04/19/2017        
VI        ,UNIVERSITY OF THE VIRGIN ISLANDS        ,PSE        ,Title VI - Retaliation        ,10/23/2017        
VI        ,UNIVERSITY OF THE VIRGIN ISLANDS        ,PSE        ,Title IX - Retaliation        ,10/23/2017        
VA        ,ALBC SCHOOL OF BARBERING AND COSMETOLOGY- PETERSBU        ,PSE        ,Disability - Academic Adjustments        ,02/28/2022        
VA        ,ALBC SCHOOL OF BARBERING AND COSMETOLOGY- PETERSBU        ,PSE        ,Title IX - Gender Harassment        ,02/28/2022        
VA        ,CHRISTOPHER NEWPORT UNIVERSITY        ,PSE        ,Disability - Retaliation        ,09/05/2018        
VA        ,COLLEGE OF WILLIAM AND MARY        ,PSE        ,Title VI - Others        ,02/24/2023        
VA        ,COLLEGE OF WILLIAM AND MARY        ,PSE        ,Title IX - Retaliation        ,08/15/2017        
VA        ,COLLEGE OF WILLIAM AND MARY        ,PSE        ,Title IX - Sexual Violence        ,08/15/2017        
VA        ,COLLEGE OF WILLIAM AND MARY        ,PSE        ,Title IX - Sexual Violence        ,06/18/2024        
VA        ,COLLEGE OF WILLIAM AND MARY        ,PSE        ,Title IX - Single Sex Campus Programs        ,01/08/2021        
VA        ,COLLEGE OF WILLIAM AND MARY        ,PSE        ,Title IX - Single Sex Scholarships        ,02/24/2023        
VA        ,COLLEGE OF WILLIAM AND MARY - VIRGINIA INSTITUTE OF MARINE SCIENCE        ,PSE        ,Title IX - Sexual Harassment        ,10/07/2024        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/08/2024        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,12/28/2023        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,07/08/2024        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,12/28/2023        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,12/28/2023        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,07/08/2024        
VA        ,DIVINE MERCY UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,07/08/2024        
VA        ,EASTERN VIRGINIA CAREER COLLEGE        ,PSE        ,Title IX - Others        ,07/07/2021        
VA        ,EASTERN VIRGINIA CAREER COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,07/07/2021        
VA        ,ECPI UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,04/21/2020        
VA        ,ECPI UNIVERSITY        ,PSE        ,Disability - Others        ,08/07/2024        
VA        ,ECPI UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/30/2022        
VA        ,ECPI UNIVERSITY        ,PSE        ,Title VI - Others        ,06/30/2022        
VA        ,ECPI UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,06/30/2022        
VA        ,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICIN        ,PSE        ,Disability - Retaliation        ,07/14/2020        
VA        ,EMORY AND HENRY COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,09/26/2024        
VA        ,BLUEFIELD COLLEGE        ,PSE        ,Title IX - Athletics        ,05/10/2018        
VA        ,BLUEFIELD UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,10/19/2022        
VA        ,BLUEFIELD UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,10/19/2022        
VA        ,CHRISTOPHER NEWPORT UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,09/05/2018        
VA        ,JAMES MADISON UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,07/15/2022        
VA        ,JAMES MADISON UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,07/15/2022        
VA        ,JOHN TYLER COMMUNITY COLLEGE        ,PSE        ,Title VI - Discipline        ,01/11/2023        
VA        ,JOHN TYLER COMMUNITY COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,01/11/2023        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Disability - Retaliation        ,02/13/2023        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,12/22/2023        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,02/13/2023        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,04/16/2024        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,04/16/2024        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title IX - Gender Harassment        ,02/13/2023        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,09/12/2016        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/12/2022        
VA        ,FERRUM COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,04/04/2022        
VA        ,FERRUM COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,04/04/2022        
VA        ,FERRUM COLLEGE        ,PSE        ,Title IX - Retaliation        ,04/04/2022        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,08/31/2017        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,11/25/2019        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,06/13/2022        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,08/31/2017        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,08/12/2021        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,06/13/2022        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,04/20/2023        
VA        ,GEORGE MASON UNIVERSITY        ,PSE        ,Disability - Disability Harassment        ,02/13/2023        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,10/31/2019        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,05/05/2023        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Disability - Accessibility        ,10/31/2019        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Disability - Accessibility        ,12/14/2022        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,10/31/2019        
VA        ,HAMPTON UNIVERSITY        ,PSE        ,Disability - Resource Comparability        ,01/11/2022        
VA        ,MARYMOUNT UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,12/08/2022        
VA        ,MARYMOUNT UNIVERSITY        ,PSE        ,Disability - Retaliation        ,12/08/2022        
VA        ,MARYMOUNT UNIVERSITY        ,PSE        ,Title IX - Gender Harassment        ,07/27/2023        
VA        ,MARYMOUNT UNIVERSITY        ,PSE        ,Title IX - Others        ,07/27/2023        
VA        ,MARYMOUNT UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,11/22/2021        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,04/11/2023        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,11/15/2022        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,09/13/2022        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/13/2016        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,01/11/2024        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,09/07/2023        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,09/07/2023        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Title IX - Gender Harassment        ,09/07/2023        
VA        ,NORFOLK STATE UNIVERSITY        ,PSE        ,Title IX - Others        ,10/04/2022        
VA        ,NORTHERN VIRGINIA COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,06/15/2022        
VA        ,NORTHERN VIRGINIA COMMUNITY COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,01/20/2023        
VA        ,NORTHERN VIRGINIA COMMUNITY COLLEGE        ,PSE        ,Disability - Others        ,01/10/2024        
VA        ,NORTHERN VIRGINIA COMMUNITY COLLEGE        ,PSE        ,Title IX - Athletics        ,07/22/2022        
VA        ,NORTHERN VIRGINIA COMMUNITY COLLEGE        ,PSE        ,Title IX - Retaliation        ,06/22/2021        
VA        ,OLD DOMINION UNIVERSITY        ,PSE        ,Title VI - Others        ,11/09/2022        
VA        ,OLD DOMINION UNIVERSITY        ,PSE        ,Title IX - Others        ,11/09/2022        
VA        ,OLD DOMINION UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,05/13/2020        
VA        ,PAUL D CAMP COMMUNITY COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,12/11/2023        
VA        ,PAUL D CAMP COMMUNITY COLLEGE        ,PSE        ,Disability - Disability Harassment        ,12/11/2023        
VA        ,PAUL D CAMP COMMUNITY COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,12/11/2023        
VA        ,PAUL D CAMP COMMUNITY COLLEGE        ,PSE        ,Title IX - Retaliation        ,12/11/2023        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,02/16/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,02/02/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,02/02/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,06/26/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,08/30/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,03/08/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,08/30/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,08/07/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,06/03/2015        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,08/30/2024        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,06/03/2020        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,06/03/2015        
VA        ,LIBERTY UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,02/02/2024        
VA        ,STRAYER UNIVERSITY-LOUDOUN CAMPUS        ,PSE        ,Age - Discrimination Prohibited        ,05/19/2021        
VA        ,STRAYER UNIVERSITY-LOUDOUN CAMPUS        ,PSE        ,Disability - Disability Harassment        ,05/19/2021        
VA        ,STRAYER UNIVERSITY-LOUDOUN CAMPUS        ,PSE        ,Title IX - Gender Harassment        ,05/19/2021        
VA        ,STRAYER UNIVERSITY-LOUDOUN CAMPUS        ,PSE        ,Title IX - Retaliation        ,05/19/2021        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title VI - Admissions        ,06/13/2024        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,12/29/2023        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title VI - Others        ,07/31/2024        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Harassment        ,02/08/2018        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Harassment        ,09/12/2022        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,04/29/2019        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Campus Programs        ,09/17/2020        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/09/2022        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/13/2022        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Campus Programs        ,06/13/2024        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,09/17/2020        
VA        ,UNIVERSITY OF VIRGINIA-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,12/09/2022        
VA        ,SHENANDOAH UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,12/16/2022        
VA        ,SHENANDOAH UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,12/16/2022        
VA        ,SHENANDOAH UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,12/16/2022        
VA        ,SWEET BRIAR COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,05/10/2023        
VA        ,SWEET BRIAR COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,05/10/2023        
VA        ,SWEET BRIAR COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,05/10/2023        
